time/fps,train/actor_loss,train/n_updates,rollout/ep_len_mean,time/episodes,train/critic_loss,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,time/time_elapsed
39,-13.648640632629395,77742,22.98,2850,19.914791107177734,87744,0.0001,-27.416768399999995,867
39,-18.29619026184082,77959,22.94,2860,16.650970458984375,87961,0.0001,-26.13643227,873
39,-17.295425415039062,78564,27.16,2870,18.300006866455078,88566,0.0001,-25.607269459999998,888
39,-14.494543075561523,78909,28.76,2880,13.399864196777344,88911,0.0001,-26.179284460000005,897
39,-17.397533416748047,79280,30.5,2890,14.525423049926758,89282,0.0001,-26.210463629999996,907
39,-18.759769439697266,79629,32.1,2900,15.899127006530762,89631,0.0001,-25.765693000000006,918
39,-13.249610900878906,79896,32.35,2910,13.79821491241455,89898,0.0001,-23.669706210000005,925
38,-11.449363708496094,80158,31.18,2920,12.648985862731934,90160,0.0001,-21.836119989999997,933
38,-11.111202239990234,80486,31.98,2930,18.83347511291504,90488,0.0001,-21.327806329999998,942
38,-12.293866157531738,80756,32.43,2940,14.589828491210938,90758,0.0001,-20.07862994,949
38,-9.208176612854004,80989,32.47,2950,12.4691743850708,90991,0.0001,-18.039340619999997,956
38,-17.966907501220703,81269,33.1,2960,19.645448684692383,91271,0.0001,-16.623037489999998,964
38,-12.456887245178223,81664,31.0,2970,17.079326629638672,91666,0.0001,-14.867774840000003,975
38,-11.40453052520752,81972,30.63,2980,14.613090515136719,91974,0.0001,-9.876698959999997,984
38,-16.268571853637695,82322,30.42,2990,16.236764907836914,92324,0.0001,-7.387893399999999,993
38,-12.438977241516113,82554,29.25,3000,13.392080307006836,92556,0.0001,-6.38951304,1000
38,-14.145496368408203,82803,29.07,3010,14.967418670654297,92805,0.0001,-5.101803410000001,1006
38,-12.35667610168457,83071,29.13,3020,12.357685089111328,93073,0.0001,-4.27133785,1014
38,-10.022658348083496,83407,29.21,3030,11.358810424804688,93409,0.0001,-0.7020261199999999,1024
38,-11.266138076782227,83847,30.91,3040,15.903762817382812,93849,0.0001,1.4932791199999997,1036
38,-12.591796875,84324,33.35,3050,12.403738975524902,94326,0.0001,-0.061162379999999426,1048
38,-13.004241943359375,84684,34.15,3060,11.805863380432129,94686,0.0001,-2.4203358500000003,1058
38,-12.46163558959961,85135,34.71,3070,14.817277908325195,95137,0.0001,-3.99579772,1069
38,-11.806441307067871,85666,36.94,3080,10.507247924804688,95668,0.0001,-7.447098900000001,1083
38,-8.943344116210938,86215,38.93,3090,11.129322052001953,96217,0.0001,-9.601271059999998,1098
38,-12.338058471679688,86391,38.37,3100,11.311332702636719,96393,0.0001,-10.28632033,1102
38,-8.060815811157227,86589,37.86,3110,10.528792381286621,96591,0.0001,-12.900201450000003,1108
38,-8.43396282196045,86791,37.2,3120,13.904374122619629,96793,0.0001,-14.83493864,1113
38,-10.736533164978027,87038,36.31,3130,12.471501350402832,97040,0.0001,-18.838642030000003,1119
38,-9.076165199279785,87309,34.62,3140,16.050926208496094,97311,0.0001,-21.92631842,1127
38,-7.413615703582764,87604,32.8,3150,12.668180465698242,97606,0.0001,-22.12112634,1135
38,-6.072306156158447,88025,33.41,3160,12.407297134399414,98027,0.0001,-22.024087200000004,1147
38,-8.939536094665527,88295,31.6,3170,11.223932266235352,98297,0.0001,-20.994181449999996,1155
38,-7.797224998474121,88500,28.34,3180,13.812173843383789,98502,0.0001,-18.363708700000004,1161
38,-8.77651596069336,88794,25.79,3190,14.492860794067383,98796,0.0001,-17.02697189,1170
38,-6.0062947273254395,88964,25.73,3200,13.007120132446289,98966,0.0001,-17.36168909,1175
38,-8.120500564575195,89263,26.74,3210,12.716039657592773,99265,0.0001,-18.06747954,1184
38,-7.27947998046875,89672,28.81,3220,13.450618743896484,99674,0.0001,-19.29993043,1197
38,-8.533512115478516,90018,29.8,3230,11.446301460266113,100020,0.0001,-17.264364079999996,1207
38,-6.872781276702881,90345,30.36,3240,10.618780136108398,100347,0.0001,-16.6443674,1215
38,-8.741923332214355,90683,30.79,3250,14.01953125,100685,0.0001,-13.58160406,1223
38,-6.3008713722229,91036,30.11,3260,13.709884643554688,101038,0.0001,-10.893498950000001,1232
38,-7.20607852935791,91479,31.84,3270,12.930850982666016,101481,0.0001,-8.87001461,1244
38,-7.081367492675781,91931,34.31,3280,11.741524696350098,101933,0.0001,-7.184413890000001,1255
38,-8.917667388916016,92307,35.13,3290,8.485692977905273,102309,0.0001,-6.710755840000001,1265
38,-11.25579833984375,92671,37.07,3300,15.798463821411133,102673,0.0001,-2.7017204799999996,1274
38,-6.929906845092773,93083,38.2,3310,13.339630126953125,103085,0.0001,0.2487785999999993,1285
38,-8.760669708251953,93565,38.93,3320,8.883232116699219,103567,0.0001,2.479692669999999,1298
38,-5.5440473556518555,93958,39.4,3330,10.822105407714844,103960,0.0001,-0.16543119000000028,1308
38,-8.09375286102295,94298,39.53,3340,10.614477157592773,104300,0.0001,1.5104219400000003,1317
38,-9.43716049194336,94544,38.61,3350,9.703916549682617,104546,0.0001,2.558832679999999,1323
38,-8.244590759277344,94775,37.39,3360,15.522905349731445,104777,0.0001,4.498373969999999,1328
38,-5.377758026123047,95014,35.35,3370,12.083121299743652,105016,0.0001,6.00823931,1334
38,-5.400604248046875,95276,33.45,3380,10.868473052978516,105278,0.0001,5.422979819999999,1340
38,-3.830775260925293,95574,32.67,3390,14.840815544128418,105576,0.0001,7.222364290000001,1347
38,-7.729236602783203,95951,32.8,3400,8.476534843444824,105953,0.0001,6.4975940700000026,1357
38,-3.1383392810821533,96360,32.77,3410,8.830185890197754,106362,0.0001,7.234928360000001,1368
38,-2.9303338527679443,96815,32.5,3420,10.070962905883789,106817,0.0001,8.15055037,1381
38,-2.3617725372314453,97207,32.49,3430,8.629261016845703,107209,0.0001,11.934237319999998,1392
38,-2.438300609588623,97593,32.95,3440,9.106170654296875,107595,0.0001,10.615244420000002,1402
38,-7.70574426651001,97963,34.19,3450,9.236839294433594,107965,0.0001,5.7151111100000005,1412
38,-6.520898342132568,98370,35.95,3460,9.319478034973145,108372,0.0001,2.47856915,1423
