time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/value_loss,train/entropy_loss,train/approx_kl,train/clip_range,train/clip_fraction,train/n_updates,train/std,train/policy_gradient_loss,train/loss,train/explained_variance,train/learning_rate
237868,59,3.4632807200000006,2220,54,19.0,7.971740471199155,-25.733559024333953,0.02390365,0.2,0.26318359375,1150,0.8782843351364136,-0.024850959233299365,4.810274124145508,0.9129496216773987,0.0003
239916,60,4.75940601,2260,54,18.55,8.383393074944616,-25.66836162209511,0.022494644,0.2,0.251318359375,1160,0.8751851916313171,-0.02675221991521539,1.4985909461975098,0.9275129437446594,0.0003
241964,61,3.60945072,2299,54,20.54,6.492712350189686,-25.615205782651902,0.021043688,0.2,0.25791015625,1170,0.8728815317153931,-0.0191160385395051,1.2850983142852783,0.9453100562095642,0.0003
244012,62,2.31517614,2338,54,21.1,4.448701721429825,-25.557770603895186,0.028810833,0.2,0.289697265625,1180,0.8707583546638489,-0.02779480112803867,1.157232642173767,0.9404240846633911,0.0003
246060,63,2.7822024299999994,2378,54,21.13,11.234628757089377,-25.505770349502562,0.022119487,0.2,0.27421875,1190,0.869188129901886,-0.02455964888285962,5.090960502624512,0.9245882630348206,0.0003
248108,64,3.9508004800000003,2418,54,19.23,7.479867153987288,-25.486086106300355,0.02602107,0.2,0.26474609375,1200,0.8683618307113647,-0.028383262399802333,5.834850311279297,0.9330551624298096,0.0003
250156,65,4.537593889999999,2458,54,19.35,8.553587257117034,-25.465287280082702,0.022136869,0.2,0.286962890625,1210,0.8671957850456238,-0.022463540114404167,2.4125168323516846,0.9227880239486694,0.0003
252204,66,3.2557525499999995,2500,54,20.55,4.478637139126659,-25.404114776849745,0.026720127,0.2,0.29794921875,1220,0.8636823892593384,-0.022136145253898575,1.9651706218719482,0.9589118957519531,0.0003
254252,67,4.102974839999999,2541,53,18.9,7.951828799396753,-25.36262732744217,0.027243096,0.2,0.283203125,1230,0.8631778955459595,-0.02619545693596592,2.308598518371582,0.9292523264884949,0.0003
256300,68,4.789626119999999,2583,53,18.59,6.996571791172028,-25.361567741632463,0.027753469,0.2,0.316552734375,1240,0.8633028864860535,-0.023925170409347628,3.1842832565307617,0.939148485660553,0.0003
258348,69,4.98601237,2624,53,20.17,3.079065151885152,-25.337364971637726,0.029515404,0.2,0.327587890625,1250,0.8630315661430359,-0.019906170637113973,0.998518168926239,0.9635890126228333,0.0003
260396,70,3.8956049900000007,2665,53,20.62,4.397627767547965,-25.37609316110611,0.022340516,0.2,0.291259765625,1260,0.8651251792907715,-0.025012875309039374,2.0223138332366943,0.9506839513778687,0.0003
262444,71,5.00730075,2707,53,19.9,4.832068152725697,-25.383202052116395,0.029390816,0.2,0.29013671875,1270,0.8649422526359558,-0.023045554364216514,0.9889323115348816,0.9396023750305176,0.0003
264492,72,4.42799263,2748,53,20.34,5.36869293525815,-25.36762845516205,0.026287032,0.2,0.28466796875,1280,0.8639421463012695,-0.02242730895668501,3.1017916202545166,0.9608633518218994,0.0003
266540,73,5.386321230000001,2790,53,19.14,5.499758682027459,-25.40450040102005,0.021904327,0.2,0.27822265625,1290,0.8663536906242371,-0.02326301375433104,1.9283769130706787,0.9541975855827332,0.0003
268588,74,5.003253470000001,2832,53,19.96,2.3439831513911487,-25.395676469802858,0.025417162,0.2,0.31435546875,1300,0.8640165328979492,-0.013692936826191725,1.215417504310608,0.9791622161865234,0.0003
270636,75,4.1147278499999995,2874,53,21.38,3.2138249721378087,-25.358892220258713,0.02982092,0.2,0.302294921875,1310,0.8622275590896606,-0.03023078794940375,0.6620302796363831,0.9698464274406433,0.0003
272684,76,5.678513420000002,2913,53,19.78,9.704336605593562,-25.311573487520217,0.020911714,0.2,0.242236328125,1320,0.8602231740951538,-0.02554271640838124,9.151627540588379,0.9238016605377197,0.0003
274732,77,5.13161251,2952,53,20.7,3.528565514087677,-25.278197300434112,0.02673842,0.2,0.3171875,1330,0.8593217134475708,-0.02371285170374904,1.2191746234893799,0.9640051126480103,0.0003
276780,78,5.698993929999999,2991,53,20.6,4.160657240822911,-25.266701728105545,0.029691193,0.2,0.30224609375,1340,0.8584346771240234,-0.02286295911617344,1.490598440170288,0.9626571536064148,0.0003
278828,79,5.619475849999999,3030,53,19.94,3.9178964763879778,-25.233083528280257,0.02882796,0.2,0.322412109375,1350,0.8575370907783508,-0.0198027307043958,1.6454097032546997,0.9671897888183594,0.0003
280876,80,6.170638650000001,3070,53,19.67,5.412418759986759,-25.20254405140877,0.024811782,0.2,0.30107421875,1360,0.8555108904838562,-0.026842249328910838,3.76239275932312,0.9619165062904358,0.0003
282924,81,4.57459975,3109,53,20.62,3.5702727854251863,-25.184403282403945,0.031682216,0.2,0.309765625,1370,0.8554641604423523,-0.02397865416132845,2.5020720958709717,0.9656693339347839,0.0003
284972,82,4.781224599999999,3148,53,21.75,5.062638757377863,-25.17862007021904,0.024702355,0.2,0.303271484375,1380,0.8556964993476868,-0.021055913221789523,2.5461785793304443,0.959104061126709,0.0003
287020,83,5.79633712,3188,53,20.49,4.9228659812361,-25.163124948740005,0.029603701,0.2,0.295654296875,1390,0.8543747663497925,-0.026471793490054553,2.185839891433716,0.9497263431549072,0.0003
289068,84,6.095487960000001,3227,53,19.91,4.489129471033811,-25.1260677754879,0.025828648,0.2,0.306396484375,1400,0.8533148765563965,-0.025249601341784,1.7958205938339233,0.9610234498977661,0.0003
291116,85,6.03462117,3267,53,20.0,5.491470111906528,-25.076672911643982,0.021850765,0.2,0.253076171875,1410,0.8506655693054199,-0.02271633766358718,1.205352544784546,0.9509991407394409,0.0003
293164,86,6.38077158,3306,53,20.07,4.027976767346263,-24.995287472009657,0.02447151,0.2,0.29951171875,1420,0.8465798497200012,-0.021447712327062617,1.3599170446395874,0.9659264087677002,0.0003
295212,87,5.56602869,3345,53,20.96,2.947531991451979,-24.914745652675627,0.027274208,0.2,0.301708984375,1430,0.8437570333480835,-0.0195013117059716,2.1735057830810547,0.9749245643615723,0.0003
297260,88,5.8696898299999996,3384,53,20.63,4.582272074371576,-24.864989268779755,0.02244376,0.2,0.281982421875,1440,0.8421589732170105,-0.023163814775762147,1.6958541870117188,0.9637587666511536,0.0003
299308,89,6.61586729,3427,53,19.4,3.899894380569458,-24.813995283842086,0.02772003,0.2,0.27158203125,1450,0.8393616676330566,-0.02965091185760684,2.250814437866211,0.9613217711448669,0.0003
301356,90,6.50893507,3467,53,19.83,3.1942026441916824,-24.75363159775734,0.028698672,0.2,0.3142578125,1460,0.8379751443862915,-0.019269296502898214,1.4732089042663574,0.9682410955429077,0.0003
303404,91,7.532114360000001,3508,53,19.37,3.008364460244775,-24.680620908737183,0.024770841,0.2,0.315625,1470,0.8334312438964844,-0.024729398758790922,1.0969310998916626,0.9698169231414795,0.0003
305452,92,7.203688729999999,3552,53,19.6,1.6114160360768437,-24.582190543413162,0.033281535,0.2,0.32177734375,1480,0.8298851847648621,-0.0183153859587037,0.5962158441543579,0.9862375259399414,0.0003
307500,93,7.246669100000002,3591,53,19.78,2.52592896502465,-24.498535525798797,0.02606549,0.2,0.327783203125,1490,0.8278045654296875,-0.01852144396980293,0.9492408037185669,0.9789124727249146,0.0003
309548,94,7.303991150000001,3631,53,19.53,1.9909895956516266,-24.45516175031662,0.03164579,0.2,0.346142578125,1500,0.824353039264679,-0.01615924676443683,1.2808401584625244,0.984498143196106,0.0003
311596,95,7.103127260000001,3671,52,19.83,2.0038903962820767,-24.38316360116005,0.025035907,0.2,0.301904296875,1510,0.8223608136177063,-0.015784470074868294,1.0563652515411377,0.9862465262413025,0.0003
